venta_id;product_id;cantidad;precio_unitario;subtotal
998;618;3;34.99;104.97
998;476;3;22.99;68.97
998;896;1;3.49;3.49
998;601;2;3.69;7.38
999;222;2;6.49;12.98
1000;900;2;12.99;25.98
1000;298;2;18.99;37.98
1001;359;1;39.99;39.99
1002;260;2;2.49;4.98
1002;311;2;2.89;5.78
1002;642;1;89.99;89.99
1003;416;3;89.99;269.97
1003;327;3;2.99;8.97
1003;607;2;69.99;139.98
1004;781;2;29.99;59.98
1004;760;2;39.99;79.98
1005;960;2;24.99;49.98
1005;922;3;19.99;59.97
1006;103;2;12.99;25.98
1006;934;3;2.79;8.37
1006;496;3;79.99;239.97
1007;467;1;28.99;28.99
1007;343;3;5.49;16.47
1007;459;1;19.99;19.99
1007;409;1;49.99;49.99
1008;803;3;14.99;44.97
1009;747;3;49.99;149.97
1009;199;3;39.99;119.97
1010;913;1;4.19;4.19
1010;905;2;99.99;199.98
1010;189;2;3.29;6.58
1010;944;1;24.99;24.99
1010;993;2;39.99;79.98
1011;929;2;5.49;10.98
1011;259;2;4.19;8.38
1012;927;3;39.99;119.97
1012;683;2;22.99;45.98
1013;128;2;2.29;4.58
1013;853;1;2.49;2.49
1014;546;3;49.99;149.97
1014;926;2;2.99;5.98
1014;50;2;1.50;3.00
1015;644;2;10.99;21.98
1016;361;3;19.99;59.97
1017;473;3;3.99;11.97
1017;343;2;5.49;10.98
1018;474;3;22.99;68.97
1018;984;3;15.99;47.97
1019;368;3;49.99;149.97
1019;371;3;8.99;26.97
1019;846;1;29.99;29.99
1019;556;3;3.99;11.97
1019;782;3;89.99;269.97
1019;423;3;2.99;8.97
1020;683;1;22.99;22.99
1021;946;2;24.99;49.98
1021;151;3;39.99;119.97
1021;885;1;0.75;0.75
1022;652;2;8.99;17.98
1023;723;1;25.99;25.99
1023;156;1;1.99;1.99
1024;986;3;35.00;105.00
1025;573;3;19.99;59.97
1026;932;2;39.99;79.98
1027;45;1;19.99;19.99
1027;25;1;39.99;39.99
1027;399;2;1.79;3.58
1028;342;3;14.99;44.97
1028;468;1;39.99;39.99
1029;85;2;2.49;4.98
1029;110;3;249.99;749.97
1029;927;3;39.99;119.97
1030;417;1;4.29;4.29
1031;28;1;79.99;79.99
1031;511;3;89.99;269.97
1032;674;3;19.99;59.97
1032;580;2;12.99;25.98
1033;62;2;15.99;31.98
1033;523;1;3.99;3.99
1034;930;1;15.99;15.99
1035;121;2;5.49;10.98
1035;859;3;39.99;119.97
1035;278;1;4.50;4.50
1036;855;3;1.69;5.07
1036;596;2;5.49;10.98
1036;747;1;49.99;49.99
1037;498;1;24.99;24.99
1037;119;3;4.29;12.87
1038;510;1;3.49;3.49
1038;212;3;44.99;134.97
1039;538;3;3.19;9.57
1039;363;2;10.99;21.98
1040;304;2;89.99;179.98
1040;486;1;249.99;249.99
1040;716;2;3.99;7.98
1041;243;3;6.99;20.97
1041;387;3;3.69;11.07
1042;257;1;10.99;10.99
1043;589;1;12.99;12.99
1043;114;3;39.99;119.97
1044;932;1;39.99;39.99
1044;477;1;3.49;3.49
1044;873;1;29.99;29.99
1045;740;2;49.99;99.98
1045;991;2;99.99;199.98
1046;894;1;59.99;59.99
1046;901;1;4.99;4.99
1047;147;3;59.99;179.97
1047;624;1;109.99;109.99
1048;564;1;14.99;14.99
1048;446;3;8.49;25.47
1048;6;3;35.99;107.97
1048;600;1;8.99;8.99
1048;327;1;2.99;2.99
1049;525;1;19.99;19.99
1050;492;2;4.49;8.98
1051;748;2;2.09;4.18
1052;382;1;19.99;19.99
1052;671;2;24.99;49.98
1053;254;3;39.99;119.97
1054;536;3;19.99;59.97
1054;845;3;5.99;17.97
1054;802;3;15.99;47.97
1055;300;1;3.49;3.49
1055;719;2;99.99;199.98
1055;162;1;2.49;2.49
1056;161;3;2.99;8.97
1057;223;3;39.99;119.97
1058;179;2;5.99;11.98
1058;970;2;1.29;2.58
1059;69;3;34.99;104.97
1060;736;2;4.19;8.38
1060;236;1;34.99;34.99
1060;580;2;12.99;25.98
1061;42;3;1.49;4.47
1061;297;1;4.99;4.99
1062;845;1;5.99;5.99
1063;723;2;25.99;51.98
1063;667;3;79.99;239.97
1064;214;3;1.99;5.97
1064;724;2;24.99;49.98
1065;672;2;39.99;79.98
1065;322;2;3.29;6.58
1066;480;2;2.99;5.98
1067;62;2;15.99;31.98
1068;139;1;9.99;9.99
1068;493;2;8.49;16.98
1069;740;3;49.99;149.97
1070;956;3;6.99;20.97
1070;799;3;15.99;47.97
1071;404;1;3.99;3.99
1072;859;2;39.99;79.98
1072;20;2;1.99;3.98
1073;138;1;8.99;8.99
1074;626;1;2.99;2.99
1074;749;2;44.99;89.98
1075;403;2;2.99;5.98
1075;524;1;24.99;24.99
1076;129;1;3.49;3.49
1076;320;3;3.29;9.87
1076;420;3;29.99;89.97
1076;474;1;22.99;22.99
1077;361;2;19.99;39.98
1078;437;2;9.99;19.98
1078;918;1;3.29;3.29
1079;645;1;1.79;1.79
1080;389;2;29.99;59.98
1080;564;2;14.99;29.98
1080;862;3;8.99;26.97
1081;102;3;2.99;8.97
1081;111;2;5.99;11.98
1082;74;3;39.99;119.97
1082;837;1;19.99;19.99
1083;672;1;39.99;39.99
1084;7;3;1.69;5.07
1085;430;2;1.99;3.98
1085;485;3;59.99;179.97
1085;705;3;9.99;29.97
1086;200;2;2.49;4.98
1086;127;3;1.29;3.87
1086;777;1;9.99;9.99
1087;233;2;29.99;59.98
1087;573;1;19.99;19.99
1088;889;3;29.99;89.97
1088;441;3;3.49;10.47
1088;191;3;4.49;13.47
1088;599;2;5.49;10.98
1089;791;1;49.99;49.99
1090;623;3;19.99;59.97
1091;553;3;3.49;10.47
1091;48;2;19.99;39.98
1091;165;3;25.99;77.97
1092;533;2;15.99;31.98
1093;44;2;8.49;16.98
1094;716;2;3.99;7.98
1095;862;1;8.99;8.99
1096;986;2;35.00;70.00
1096;546;2;49.99;99.98
1096;657;3;299.99;899.97
1097;100;1;6.99;6.99
1097;398;3;22.99;68.97
1097;660;2;2.49;4.98
1098;304;1;89.99;89.99
1098;672;1;39.99;39.99
1099;394;3;22.99;68.97
1099;199;3;39.99;119.97
1099;897;2;29.99;59.98
1099;741;1;30.00;30.00
1100;100;2;6.99;13.98
1100;282;3;19.99;59.97
1100;712;2;35.99;71.98
1101;751;3;1.99;5.97
1102;365;1;22.99;22.99
1102;27;3;24.99;74.97
1103;592;2;15.99;31.98
1103;892;1;5.99;5.99
1103;778;1;2.29;2.29
1104;136;1;4.29;4.29
1104;718;3;1.99;5.97
1105;190;3;5.29;15.87
1105;617;2;59.99;119.98
1106;853;3;2.49;7.47
1106;144;1;19.99;19.99
1107;480;2;2.99;5.98
1107;620;1;34.99;34.99
1108;478;1;2.99;2.99
1108;662;2;6.99;13.98
1108;502;3;4.99;14.97
1108;780;2;7.49;14.98
1109;37;2;3.49;6.98
1109;654;3;89.99;269.97
1110;972;3;1.29;3.87
1111;803;1;14.99;14.99
1111;831;3;4.29;12.87
1111;214;2;1.99;3.98
1111;61;2;3.29;6.58
1112;539;2;3.49;6.98
1112;619;1;24.99;24.99
1112;163;3;359.99;1079.97
1113;8;2;39.99;79.98
1114;223;3;39.99;119.97
1114;496;1;79.99;79.99
1115;779;1;4.99;4.99
1115;885;2;0.75;1.50
1116;642;3;89.99;269.97
1117;141;1;6.99;6.99
1117;35;2;3.19;6.38
1118;920;2;2.49;4.98
1119;64;3;4.49;13.47
1119;678;3;6.99;20.97
1119;37;1;3.49;3.49
1119;871;3;109.99;329.97
1120;2;3;2.59;7.77
1120;174;1;12.99;12.99
1121;552;2;3.29;6.58
1122;277;2;39.99;79.98
1122;228;3;49.99;149.97
1123;606;2;3.49;6.98
1123;227;1;4.99;4.99
1123;540;1;1.99;1.99
1124;915;1;69.99;69.99
1125;886;2;19.99;39.98
1126;920;1;2.49;2.49
1126;43;3;6.49;19.47
1126;772;1;29.99;29.99
1127;813;3;45.99;137.97
1128;571;1;49.99;49.99
1129;815;3;49.99;149.97
1129;633;1;79.99;79.99
1130;502;2;4.99;9.98
1130;575;2;19.99;39.98
1130;655;2;15.99;31.98
1130;278;1;4.50;4.50
1131;992;1;4.49;4.49
1131;726;3;3.39;10.17
1132;768;2;6.29;12.58
1133;660;3;2.49;7.47
1133;241;2;5.79;11.58
1134;99;3;15.99;47.97
1135;695;1;3.29;3.29
1135;99;3;15.99;47.97
1135;122;2;1.49;2.98
1135;909;3;1.99;5.97
1135;257;2;10.99;21.98
1135;429;3;39.99;119.97
1135;351;2;89.99;179.98
1136;127;2;1.29;2.58
1136;265;2;199.99;399.98
1136;842;1;3.99;3.99
1136;729;2;39.99;79.98
1137;861;3;19.99;59.97
1137;867;1;149.99;149.99
1137;933;2;7.99;15.98
1138;595;2;59.99;119.98
1139;745;2;199.00;398.00
1140;375;3;10.99;32.97
1141;944;1;24.99;24.99
1141;186;1;5.49;5.49
1142;257;1;10.99;10.99
1142;946;3;24.99;74.97
1143;985;1;129.99;129.99
1143;922;2;19.99;39.98
1144;10;2;59.99;119.98
1144;339;2;1.50;3.00
1144;188;2;299.99;599.98
1145;660;1;2.49;2.49
1146;936;3;59.99;179.97
1146;368;1;49.99;49.99
1147;752;2;2.09;4.18
1148;209;1;3.49;3.49
1148;236;2;34.99;69.98
1149;523;1;3.99;3.99
1150;767;1;34.99;34.99
1150;134;1;22.99;22.99
1151;136;2;4.29;8.58
1151;167;2;19.99;39.98
1152;95;2;24.99;49.98
1152;950;1;4.19;4.19
1152;626;2;2.99;5.98
1153;997;1;3.79;3.79
1153;791;2;49.99;99.98
1154;487;1;79.99;79.99
1155;823;3;12.99;38.97
1156;4;3;5.99;17.97
1156;331;1;4.99;4.99
1157;930;1;15.99;15.99
1158;521;3;39.99;119.97
1158;60;3;1.89;5.67
1158;294;1;99.99;99.99
1159;10;2;59.99;119.98
1160;12;2;49.99;99.98
1160;476;2;22.99;45.98
1161;143;3;14.99;44.97
1162;822;2;29.99;59.98
1163;32;1;29.99;29.99
1164;13;1;5.99;5.99
1165;781;2;29.99;59.98
1165;663;3;79.99;239.97
1166;163;1;359.99;359.99
1166;697;2;6.99;13.98
1167;363;3;10.99;32.97
1168;309;3;49.99;149.97
1168;276;3;12.99;38.97
1168;729;2;39.99;79.98
1169;909;2;1.99;3.98
1170;181;2;24.99;49.98
1170;296;1;2.49;2.49
1171;568;1;3.99;3.99
1171;703;3;4.99;14.97
1172;503;1;149.99;149.99
1172;671;3;24.99;74.97
1173;121;3;5.49;16.47
1174;846;1;29.99;29.99
1174;459;3;19.99;59.97
1175;30;1;199.99;199.99
1175;299;3;7.99;23.97
1175;752;1;2.09;2.09
1175;577;3;14.99;44.97
1176;161;1;2.99;2.99
1176;432;3;5.99;17.97
1177;143;2;14.99;29.98
1178;590;2;45.00;90.00
1178;795;2;39.99;79.98
1179;731;1;34.99;34.99
1180;789;3;29.99;89.97
1180;996;2;12.99;25.98
1181;489;3;29.99;89.97
1181;534;3;24.99;74.97
1182;224;1;34.99;34.99
1182;165;1;25.99;25.99
1183;459;3;19.99;59.97
1183;810;2;1.89;3.78
1184;841;2;89.99;179.98
1184;666;3;39.99;119.97
1185;678;2;6.99;13.98
1186;680;1;39.99;39.99
1186;703;1;4.99;4.99
1187;760;2;39.99;79.98
1187;598;2;2.99;5.98
1188;446;3;8.49;25.47
1188;561;2;34.99;69.98
1188;931;3;9.99;29.97
1189;518;3;5.49;16.47
1189;50;1;1.50;1.50
1189;380;2;3.29;6.58
1190;988;2;59.99;119.98
1190;185;1;8.99;8.99
1191;744;1;199.99;199.99
1191;543;2;2.99;5.98
1192;20;3;1.99;5.97
1192;508;2;39.99;79.98
1192;854;1;49.99;49.99
1193;274;2;4.99;9.98
1194;741;2;30.00;60.00
1194;671;3;24.99;74.97
1194;184;2;129.99;259.98
1195;500;2;8.99;17.98
1196;584;3;24.99;74.97
1197;937;1;39.99;39.99
1198;650;3;4.99;14.97
1198;220;3;4.99;14.97
1198;742;2;79.99;159.98
1199;875;2;24.99;49.98
1199;967;2;5.49;10.98
1199;1;2;3.49;6.98
1200;17;3;2.29;6.87
1200;150;1;39.99;39.99
1201;216;3;1.99;5.97
1201;95;2;24.99;49.98
1201;966;3;59.99;179.97
1201;394;3;22.99;68.97
1202;734;2;29.99;59.98
1203;291;3;89.99;269.97
1204;99;1;15.99;15.99
1205;429;2;39.99;79.98
1206;706;2;3.99;7.98
1206;704;3;1.49;4.47
1207;302;1;59.99;59.99
1208;53;2;19.99;39.98
1208;274;2;4.99;9.98
1208;642;2;89.99;179.98
1209;615;1;59.99;59.99
1209;953;1;3.29;3.29
1210;16;2;19.99;39.98
1210;611;2;19.99;39.98
1210;719;2;99.99;199.98
1211;77;1;49.99;49.99
1211;924;3;2.79;8.37
1211;340;2;39.99;79.98
1211;477;1;3.49;3.49
1212;551;1;54.99;54.99
1212;896;3;3.49;10.47
1212;1000;2;99.99;199.98
1213;701;2;19.99;39.98
1213;413;2;22.99;45.98
1214;583;2;1.99;3.98
1215;517;2;35.00;70.00
1216;953;1;3.29;3.29
1216;490;2;1.49;2.98
1217;732;3;89.99;269.97
1218;19;3;5.99;17.97
1218;341;3;3.49;10.47
1219;723;3;25.99;77.97
1220;187;1;34.99;34.99
1220;296;1;2.49;2.49
1221;536;1;19.99;19.99
1222;378;2;28.99;57.98
1222;44;1;8.49;8.49
1223;183;3;3.99;11.97
1223;224;1;34.99;34.99
1224;828;1;14.99;14.99
1225;387;3;3.69;11.07
1225;116;3;59.99;179.97
1226;98;2;14.99;29.98
1226;319;2;3.79;7.58
1227;613;2;199.99;399.98
1227;243;3;6.99;20.97
1228;323;3;44.99;134.97
1228;400;2;9.99;19.98
1229;21;3;14.99;44.97
1229;968;2;2.49;4.98
1229;936;1;59.99;59.99
1230;487;2;79.99;159.98
1231;391;2;5.49;10.98
1232;650;3;4.99;14.97
1232;71;2;15.99;31.98
1233;105;3;49.99;149.97
1234;596;2;5.49;10.98
1235;809;3;24.99;74.97
1235;180;1;24.99;24.99
1235;107;2;59.99;119.98
1235;10;3;59.99;179.97
1236;310;1;24.99;24.99
1236;722;3;49.99;149.97
1237;45;3;19.99;59.97
1238;923;1;1.99;1.99
1238;729;3;39.99;119.97
1239;618;1;34.99;34.99
1239;376;2;4.99;9.98
1239;664;1;8.99;8.99
1240;257;2;10.99;21.98
1241;29;2;2.29;4.58
1242;821;1;59.99;59.99
1242;207;1;3.99;3.99
1242;839;2;79.99;159.98
1243;332;3;3.29;9.87
1243;61;1;3.29;3.29
1243;882;1;49.99;49.99
1244;913;2;4.19;8.38
1244;211;3;5.99;17.97
1245;601;2;3.69;7.38
1246;877;3;29.99;89.97
1247;777;2;9.99;19.98
1248;390;1;2.99;2.99
1248;723;3;25.99;77.97
1249;345;3;3.49;10.47
1249;12;1;49.99;49.99
1250;507;1;2.69;2.69
1250;702;3;19.99;59.97
1250;745;1;199.00;199.00
1251;379;3;3.59;10.77
1252;554;3;29.99;89.97
1253;521;3;39.99;119.97
1254;885;2;0.75;1.50
1254;412;1;15.99;15.99
1254;772;3;29.99;89.97
1255;697;3;6.99;20.97
1256;212;2;44.99;89.98
1256;506;1;1.99;1.99
1257;550;2;5.99;11.98
1257;14;2;12.99;25.98
1258;713;2;9.99;19.98
1259;156;2;1.99;3.98
1259;306;2;49.99;99.98
1259;598;1;2.99;2.99
1260;772;3;29.99;89.97
1260;144;1;19.99;19.99
1260;562;1;1.99;1.99
1260;438;2;199.99;399.98
1261;150;2;39.99;79.98
1261;421;2;89.99;179.98
1262;475;3;12.99;38.97
1262;994;3;8.99;26.97
1263;450;2;4.99;9.98
1263;741;3;30.00;90.00
1264;743;2;29.99;59.98
1265;748;3;2.09;6.27
1265;442;3;1.99;5.97
1266;560;1;3.99;3.99
1266;914;1;49.99;49.99
1267;546;1;49.99;49.99
1268;324;1;34.99;34.99
1268;919;2;34.99;69.98
1269;960;3;24.99;74.97
1269;665;3;3.49;10.47
1270;547;1;109.99;109.99
1270;207;3;3.99;11.97
1271;695;3;3.29;9.87
1272;252;3;14.99;44.97
1273;886;3;19.99;59.97
1273;914;1;49.99;49.99
1273;441;1;3.49;3.49
1273;914;1;49.99;49.99
1274;250;3;14.99;44.97
1274;157;1;3.29;3.29
1274;832;1;3.79;3.79
1275;179;3;5.99;17.97
1275;15;1;6.49;6.49
1275;678;2;6.99;13.98
1276;593;1;19.99;19.99
1277;148;2;39.99;79.98
1278;668;2;12.99;25.98
1278;774;2;34.99;69.98
1278;88;3;4.29;12.87
1278;512;2;5.79;11.58
1279;76;2;8.49;16.98
1280;339;3;1.50;4.50
1281;53;3;19.99;59.97
1281;266;1;4.99;4.99
1281;124;2;19.99;39.98
1282;192;2;24.99;49.98
1282;150;1;39.99;39.99
1283;626;1;2.99;2.99
1284;709;3;24.99;74.97
1285;118;1;9.99;9.99
1286;305;2;19.99;39.98
1287;707;1;12.99;12.99
1287;358;1;32.99;32.99
1288;237;3;39.99;119.97
1289;255;3;12.99;38.97
1289;834;2;14.99;29.98
1290;398;3;22.99;68.97
1290;728;3;8.99;26.97
1290;637;3;5.29;15.87
1291;425;3;29.99;89.97
1292;498;1;24.99;24.99
1292;938;1;2.29;2.29
1293;102;1;2.99;2.99
1293;26;1;3.49;3.49
1293;941;2;3.49;6.98
1293;800;3;5.99;17.97
1294;614;1;14.99;14.99
1294;457;2;249.99;499.98
1295;604;3;2.49;7.47
1296;375;2;10.99;21.98
1297;68;3;49.99;149.97
1297;433;3;19.99;59.97
1297;387;1;3.69;3.69
1298;355;3;15.99;47.97
1298;65;3;24.99;74.97
1299;464;3;14.99;44.97
1299;411;1;29.99;29.99
1300;128;1;2.29;2.29
1300;368;3;49.99;149.97
1301;279;2;22.99;45.98
1302;510;2;3.49;6.98
1303;264;1;19.99;19.99
1304;727;3;1.89;5.67
1304;649;2;3.99;7.98
1305;617;1;59.99;59.99
1305;763;3;2.49;7.47
1305;506;2;1.99;3.98
1306;722;2;49.99;99.98
1306;292;1;1.99;1.99
1306;7;2;1.69;3.38
1307;897;2;29.99;59.98
1307;361;3;19.99;59.97
1308;327;3;2.99;8.97
1308;102;3;2.99;8.97
1308;636;2;99.99;199.98
1309;760;3;39.99;119.97
1310;393;1;2.99;2.99
1311;71;3;15.99;47.97
1312;293;1;14.99;14.99
1313;677;3;89.99;269.97
1313;465;2;29.99;59.98
1314;561;1;34.99;34.99
1315;83;3;39.99;119.97
1315;246;2;24.99;49.98
1316;403;3;2.99;8.97
1317;216;3;1.99;5.97
1317;529;1;2.49;2.49
1317;249;1;4.49;4.49
1317;14;1;12.99;12.99
1318;298;3;18.99;56.97
1319;690;2;2.49;4.98
1319;683;1;22.99;22.99
1319;485;3;59.99;179.97
1320;124;2;19.99;39.98
1321;780;1;7.49;7.49
1321;879;1;3.99;3.99
1321;710;2;24.99;49.98
1322;292;1;1.99;1.99
1322;612;3;2.29;6.87
1322;540;1;1.99;1.99
1323;423;2;2.99;5.98
1323;825;3;49.99;149.97
1324;401;1;5.99;5.99
1324;317;1;149.99;149.99
1324;221;3;4.29;12.87
1325;225;2;39.99;79.98
1326;823;2;12.99;25.98
1327;659;2;29.99;59.98
1327;430;3;1.99;5.97
1327;446;1;8.49;8.49
1328;437;1;9.99;9.99
1329;854;2;49.99;99.98
1329;778;3;2.29;6.87
1330;20;1;1.99;1.99
1330;147;3;59.99;179.97
1330;917;3;3.49;10.47
1331;817;3;2.99;8.97
1332;977;1;39.99;39.99
1332;666;1;39.99;39.99
1333;970;3;1.29;3.87
1334;204;2;29.99;59.98
1334;426;1;25.00;25.00
1335;111;2;5.99;11.98
1336;629;2;89.99;179.98
1336;832;1;3.79;3.79
1336;867;3;149.99;449.97
1336;658;1;3.29;3.29
1337;75;3;1.99;5.97
1338;531;3;16.99;50.97
1339;956;2;6.99;13.98
1339;694;3;6.49;19.47
1339;472;1;19.99;19.99
1340;810;3;1.89;5.67
1340;900;2;12.99;25.98
1340;426;2;25.00;50.00
1340;662;2;6.99;13.98
1341;202;1;15.99;15.99
1342;36;1;1.99;1.99
1342;680;2;39.99;79.98
1343;124;1;19.99;19.99
1343;455;3;59.99;179.97
1344;223;2;39.99;79.98
1344;821;2;59.99;119.98
1345;375;2;10.99;21.98
1345;885;1;0.75;0.75
1346;496;2;79.99;159.98
1346;789;2;29.99;59.98
1346;54;1;5.99;5.99
1346;798;3;3.99;11.97
1347;967;3;5.49;16.47
1347;863;2;3.99;7.98
1348;928;1;4.99;4.99
1348;452;3;3.99;11.97
1348;473;3;3.99;11.97
1349;219;3;39.99;119.97
1349;981;1;2.99;2.99
1350;140;1;69.99;69.99
1350;516;2;2.99;5.98
1351;53;2;19.99;39.98
1351;519;1;10.99;10.99
1351;68;2;49.99;99.98
1351;998;3;1.89;5.67
1352;549;3;3.99;11.97
1352;9;2;54.99;109.98
1353;43;3;6.49;19.47
1353;51;1;34.99;34.99
1354;653;2;4.49;8.98
1355;803;2;14.99;29.98
1356;68;2;49.99;99.98
1357;680;2;39.99;79.98
1357;188;1;299.99;299.99
1358;740;3;49.99;149.97
1359;747;1;49.99;49.99
1359;579;3;34.99;104.97
1359;986;1;35.00;35.00
1360;129;1;3.49;3.49
1360;196;2;9.49;18.98
1360;837;3;19.99;59.97
1361;430;3;1.99;5.97
1362;517;2;35.00;70.00
1362;64;3;4.49;13.47
1362;463;1;14.99;14.99
1363;870;2;3.49;6.98
1364;278;2;4.50;9.00
1365;665;2;3.49;6.98
1365;763;2;2.49;4.98
1365;424;3;11.99;35.97
1365;569;2;99.99;199.98
1366;796;3;3.69;11.07
1366;850;3;8.99;26.97
1367;701;3;19.99;59.97
1368;443;1;2.99;2.99
1369;42;2;1.49;2.98
1370;502;2;4.99;9.98
1370;561;3;34.99;104.97
1371;305;3;19.99;59.97
1371;787;3;99.99;299.97
1371;63;2;22.99;45.98
1371;821;2;59.99;119.98
1372;333;3;5.99;17.97
1372;860;2;99.99;199.98
1373;276;3;12.99;38.97
1374;766;3;2.99;8.97
1375;24;1;3.89;3.89
1375;221;1;4.29;4.29
1376;523;2;3.99;7.98
1377;260;1;2.49;2.49
1377;688;3;24.99;74.97
1378;708;3;29.99;89.97
1378;855;2;1.69;3.38
1379;887;3;89.99;269.97
1380;82;2;22.99;45.98
1380;105;1;49.99;49.99
1381;429;2;39.99;79.98
1381;264;1;19.99;19.99
1382;335;1;39.99;39.99
1383;236;2;34.99;69.98
1383;147;3;59.99;179.97
1384;864;3;19.99;59.97
1384;422;2;6.49;12.98
1385;953;1;3.29;3.29
1385;703;2;4.99;9.98
1385;26;2;3.49;6.98
1386;691;1;89.99;89.99
1386;390;3;2.99;8.97
1387;891;3;8.49;25.47
1387;586;1;59.99;59.99
1387;32;3;29.99;89.97
1388;738;3;4.29;12.87
1388;341;1;3.49;3.49
1389;745;3;199.00;597.00
1390;980;1;59.99;59.99
1391;365;2;22.99;45.98
1392;250;1;14.99;14.99
1393;267;3;5.49;16.47
1393;472;1;19.99;19.99
1394;428;3;1.49;4.47
1394;7;3;1.69;5.07
1394;853;1;2.49;2.49
1395;708;1;29.99;29.99
1395;138;1;8.99;8.99
1396;54;2;5.99;11.98
1396;800;1;5.99;5.99
1397;880;1;6.49;6.49
1397;406;1;34.99;34.99
1398;203;1;49.99;49.99
1398;292;2;1.99;3.98
1399;444;1;24.99;24.99
1399;620;2;34.99;69.98
1400;506;3;1.99;5.97
1401;780;3;7.49;22.47
1402;980;2;59.99;119.98
1402;446;2;8.49;16.98
1403;457;2;249.99;499.98
1403;345;3;3.49;10.47
1404;319;1;3.79;3.79
1404;888;1;22.99;22.99
1405;820;3;19.99;59.97
1405;860;1;99.99;99.99
1406;871;3;109.99;329.97
1406;100;2;6.99;13.98
1407;637;1;5.29;5.29
1407;565;1;39.99;39.99
1408;13;2;5.99;11.98
1408;420;1;29.99;29.99
1409;934;2;2.79;5.58
1409;257;1;10.99;10.99
1410;26;3;3.49;10.47
1410;467;2;28.99;57.98
1410;471;2;19.99;39.98
1411;974;1;7.99;7.99
1411;879;2;3.99;7.98
1411;522;3;4.49;13.47
1411;204;3;29.99;89.97
1412;837;1;19.99;19.99
1412;589;1;12.99;12.99
1413;465;1;29.99;29.99
1414;651;1;3.49;3.49
1414;170;2;3.99;7.98
1415;785;3;3.99;11.97
1415;245;3;19.99;59.97
1416;762;1;28.99;28.99
1416;520;2;4.99;9.98
1417;526;3;169.99;509.97
1417;203;3;49.99;149.97
1418;386;1;24.99;24.99
1419;153;3;29.99;89.97
1419;561;1;34.99;34.99
1420;574;1;89.99;89.99
1420;258;1;16.99;16.99
1421;430;1;1.99;1.99
1421;657;2;299.99;599.98
1422;340;2;39.99;79.98
1422;221;1;4.29;4.29
1423;737;2;2.99;5.98
1424;192;1;24.99;24.99
1424;215;3;29.99;89.97
1424;398;1;22.99;22.99
1425;435;2;49.99;99.98
1425;951;3;8.49;25.47
1426;277;3;39.99;119.97
1426;830;2;34.99;69.98
1426;627;2;6.29;12.58
1426;178;1;14.99;14.99
1427;253;2;24.99;49.98
1427;922;1;19.99;19.99
1428;910;1;19.99;19.99
1429;585;1;5.49;5.49
1429;764;1;299.99;299.99
1430;419;2;24.99;49.98
1430;815;1;49.99;49.99
1430;868;1;2.49;2.49
1431;888;3;22.99;68.97
1431;299;2;7.99;15.98
1431;297;3;4.99;14.97
1431;210;1;4.99;4.99
1432;346;3;3.99;11.97
1433;561;2;34.99;69.98
1433;719;2;99.99;199.98
1433;455;3;59.99;179.97
1433;498;2;24.99;49.98
1433;182;1;22.99;22.99
1434;742;3;79.99;239.97
1434;111;2;5.99;11.98
1434;971;3;4.29;12.87
1435;682;2;29.99;59.98
1435;806;2;2.49;4.98
1436;331;1;4.99;4.99
1436;815;2;49.99;99.98
1436;573;1;19.99;19.99
1437;999;3;34.99;104.97
1438;573;1;19.99;19.99
1438;535;2;1.39;2.78
1439;28;3;79.99;239.97
1439;464;1;14.99;14.99
1440;692;2;24.99;49.98
1440;307;1;3.50;3.50
1440;137;2;25.99;51.98
1441;730;1;19.99;19.99
1441;60;2;1.89;3.78
1441;755;2;9.99;19.98
1442;795;1;39.99;39.99
1443;460;1;3.69;3.69
1443;398;2;22.99;45.98
1443;239;1;14.99;14.99
1443;294;2;99.99;199.98
1444;614;2;14.99;29.98
1444;589;1;12.99;12.99
1445;431;3;4.99;14.97
1445;27;2;24.99;49.98
1446;319;1;3.79;3.79
1447;978;1;24.99;24.99
1447;140;3;69.99;209.97
1448;799;2;15.99;31.98
1449;599;1;5.49;5.49
1449;768;3;6.29;18.87
1450;141;2;6.99;13.98
1450;624;2;109.99;219.98
1450;103;3;12.99;38.97
1451;321;3;5.89;17.67
1452;344;1;4.49;4.49
1452;194;3;8.49;25.47
1452;910;3;19.99;59.97
1452;472;3;19.99;59.97
1453;864;1;19.99;19.99
1453;376;2;4.99;9.98
1453;654;1;89.99;89.99
1453;109;3;34.99;104.97
1454;52;3;24.99;74.97
1454;339;3;1.50;4.50
1454;364;2;34.99;69.98
1455;591;2;59.99;119.98
1456;860;3;99.99;299.97
1456;494;2;14.99;29.98
1457;475;1;12.99;12.99
1458;117;2;7.19;14.38
1458;829;1;34.99;34.99
1459;347;2;18.99;37.98
1459;473;1;3.99;3.99
1459;550;3;5.99;17.97
1459;170;2;3.99;7.98
1459;421;3;89.99;269.97
1460;563;1;59.99;59.99
1461;820;1;19.99;19.99
1462;823;1;12.99;12.99
1462;959;3;22.99;68.97
1463;309;3;49.99;149.97
1464;394;1;22.99;22.99
1464;564;3;14.99;44.97
1465;543;3;2.99;8.97
1466;171;2;24.99;49.98
1467;891;3;8.49;25.47
1467;694;3;6.49;19.47
1467;828;2;14.99;29.98
1468;339;2;1.50;3.00
1469;119;2;4.29;8.58
